Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","638","Réunion","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","73.5356","E","Estimated value",""
"GT","Emissions Totals","642","Romania","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1525.843","E","Estimated value",""
"GT","Emissions Totals","643","Russian Federation","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","18269.9255","E","Estimated value",""
"GT","Emissions Totals","646","Rwanda","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","61.3617","E","Estimated value",""
"GT","Emissions Totals","654","Saint Helena, Ascension and Tristan da Cunha","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.6824","E","Estimated value",""
"GT","Emissions Totals","659","Saint Kitts and Nevis","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1.0803","E","Estimated value",""
"GT","Emissions Totals","662","Saint Lucia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","7.5086","E","Estimated value",""
"GT","Emissions Totals","666","Saint Pierre and Miquelon","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3.5162","E","Estimated value",""
"GT","Emissions Totals","670","Saint Vincent and the Grenadines","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3.0963","E","Estimated value",""
"GT","Emissions Totals","882","Samoa","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2.7722","E","Estimated value",""
"GT","Emissions Totals","678","Sao Tome and Principe","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.8687","E","Estimated value",""
"GT","Emissions Totals","682","Saudi Arabia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","11293.6037","E","Estimated value",""
"GT","Emissions Totals","686","Senegal","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","495.1641","E","Estimated value",""
"GT","Emissions Totals","688","Serbia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","456.1736","E","Estimated value",""
"GT","Emissions Totals","690","Seychelles","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","23.7722","E","Estimated value",""
"GT","Emissions Totals","694","Sierra Leone","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","54.4561","E","Estimated value",""
"GT","Emissions Totals","702","Singapore","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","516.4511","E","Estimated value",""
"GT","Emissions Totals","703","Slovakia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","251.2842","E","Estimated value",""
"GT","Emissions Totals","705","Slovenia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","271.9357","E","Estimated value",""
"GT","Emissions Totals","090","Solomon Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","21.9526","E","Estimated value",""
"GT","Emissions Totals","706","Somalia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","24.89","E","Estimated value",""
"GT","Emissions Totals","710","South Africa","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","7363.9523","E","Estimated value",""
"GT","Emissions Totals","728","South Sudan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","56.9286","E","Estimated value",""
"GT","Emissions Totals","724","Spain","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","6976.1444","E","Estimated value",""
"GT","Emissions Totals","144","Sri Lanka","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2.1628","E","Estimated value",""
"GT","Emissions Totals","729","Sudan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","717.9048","E","Estimated value",""
"GT","Emissions Totals","740","Suriname","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","295.0191","E","Estimated value",""
"GT","Emissions Totals","752","Sweden","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1175.6642","E","Estimated value",""
"GT","Emissions Totals","756","Switzerland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","430.0072","E","Estimated value",""
"GT","Emissions Totals","760","Syrian Arab Republic","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","936.0895","E","Estimated value",""
"GT","Emissions Totals","762","Tajikistan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","105.3129","E","Estimated value",""
"GT","Emissions Totals","764","Thailand","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","8778.3185","E","Estimated value",""
"GT","Emissions Totals","626","Timor-Leste","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","7.3769","E","Estimated value",""
"GT","Emissions Totals","768","Togo","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","102.0888","E","Estimated value",""
"GT","Emissions Totals","776","Tonga","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3.5254","E","Estimated value",""
"GT","Emissions Totals","780","Trinidad and Tobago","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","111.8537","E","Estimated value",""
"GT","Emissions Totals","788","Tunisia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1410.3567","E","Estimated value",""
"GT","Emissions Totals","792","Türkiye","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","9405.6734","E","Estimated value",""
"GT","Emissions Totals","795","Turkmenistan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","999.8475","E","Estimated value",""
"GT","Emissions Totals","796","Turks and Caicos Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2.8183","E","Estimated value",""
"GT","Emissions Totals","798","Tuvalu","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.2853","E","Estimated value",""
"GT","Emissions Totals","800","Uganda","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","531.3265","E","Estimated value",""
"GT","Emissions Totals","804","Ukraine","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","4029.0359","E","Estimated value",""
"GT","Emissions Totals","784","United Arab Emirates","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1746.9763","E","Estimated value",""
"GT","Emissions Totals","826","United Kingdom of Great Britain and Northern Ireland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2189.5705","E","Estimated value",""
"GT","Emissions Totals","834","United Republic of Tanzania","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","330.7189","E","Estimated value",""
"GT","Emissions Totals","840","United States of America","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","47429.3563","E","Estimated value",""
"GT","Emissions Totals","858","Uruguay","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","506.6267","E","Estimated value",""
"GT","Emissions Totals","860","Uzbekistan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","174.3026","E","Estimated value",""
"GT","Emissions Totals","548","Vanuatu","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","13.1565","E","Estimated value",""
"GT","Emissions Totals","862","Venezuela (Bolivarian Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1136.8693","E","Estimated value",""
"GT","Emissions Totals","704","Viet Nam","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1419.3696","E","Estimated value",""
"GT","Emissions Totals","876","Wallis and Futuna Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.8834","E","Estimated value",""
"GT","Emissions Totals","887","Yemen","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","53.634","E","Estimated value",""
"GT","Emissions Totals","894","Zambia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","103.3521","E","Estimated value",""
"GT","Emissions Totals","716","Zimbabwe","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","399.0541","E","Estimated value",""
