Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","2878673.912414","X","Figure from international organizations",""
"MK","Macro Indicators","834","United Republic of Tanzania","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","62832.506604","X","Figure from international organizations",""
"MK","Macro Indicators","840","United States of America","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","21372582","X","Figure from international organizations",""
"MK","Macro Indicators","858","Uruguay","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","61231.193299","X","Figure from international organizations",""
"MK","Macro Indicators","860","Uzbekistan","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","57726.542785","X","Figure from international organizations",""
"MK","Macro Indicators","548","Vanuatu","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","934.239701","X","Figure from international organizations",""
"MK","Macro Indicators","862","Venezuela (Bolivarian Republic of)","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","150131.355479","X","Figure from international organizations",""
"MK","Macro Indicators","704","Viet Nam","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","261921.229201","X","Figure from international organizations",""
"MK","Macro Indicators","887","Yemen","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","25246.23812","X","Figure from international organizations",""
"MK","Macro Indicators","894","Zambia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","23309.720448","X","Figure from international organizations",""
"MK","Macro Indicators","716","Zimbabwe","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","21935.075306","X","Figure from international organizations",""
